tweet,sentiment
"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8",3
"7 hours and many massages later, I can now spend time with my wife and son. It`s mother`s day ya`ll. Don`t forget to grab a gift or card.",2
 gl and say hi for me!,2
"Sydney - Toyota - Landcruiser - 1996 - $10,000  - new ad received and will be posted on the HCC site soon",2
can`t upload a picture. I already hate twitter,1
 That is super sad   How is Bart etc holding up?,1
" Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",3
Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,1
 Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both,3
Happy Star Wars Day! .... May the 4th Be with You!,3
is having a jam session in her room and then seeing star trek...again,2
 ugh... I know the economy is depressing...,1
 I`m so sorry!! I hope she`s ok  ****,2
 boo you didnt answer my text,2
I dont associate with fake asses!,1
off to work for the day,2
  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,1
I am excited to be home  finally a week and a weekend with people i know,3
" been there, done that",2
 haha yay We love you too Mr. Shane Dawson,3
 it`s not working here,1
"Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go & meet the kids. I`ll have 2 wait another 2 wks",1
 Etsy handmade cards weren`t any good?,2
http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night,2
 Their coming tomorrow morning and it`s sort of an impossible task. I just need to clear some space. Thanks though,2
I Love You MOM....alwayyyyyyyssssssss,3
Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,3
 Whats up today..? missed the #coffeeclub that day,1
Morning y`all. Looking forward to a nice BBQ today. Can everyone follow  please?,3
"Ok, WTF?! Why do you have something on your menu *in the window* if you don`t sell it?! I wanted my bubble tea",1
"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",3
"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",2
"Last day working for the Uni today, sad times",1
Its beginning to get way too hard to please all of my friends at once,1
" yes DON`T FORGET the koala pics   I`m pubquizzing tonight in the 11e if you`re back in time. Sinon, mardi?",2
" although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",3
 me too except move that 7am to 9am,2
wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,3
"Already 26.1c in our office. Can people melt? We`re fighting for air con because fans just don`t help, but can`t find the budget",1
In class till 12  wishing the rain would go away!!,2
"Is going to attempt to cook chunky beef & mushroom pie tonight  mmm, i`m hungry already!",2
  true. i think its important 2 be sensitive 2 it when we relate 2 others. empathy. a reminder we cant judge a book by a cover,3
good morning everyone! hope you al have a lovely sunday!  (and i do hope it doesnt rain tomorrow :|),3
"California`s budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks",1
got 34/40 for exam 1... percentage doesnt look good.,3
Tweet riot. I can`t download Tweet Genius on my other device,2
I plead temporary insanity for agreeing to a metric century cycling event tomorrow.,1
"So much for having a fun day off at the Brewer game... at home, sick",2
just saw an advert for ATTICS TO EDEN on tv  out today and only ï¿½9.99 from HMV...so I`m not sure why I had to pay ï¿½13 at HMV...never mind,2
 heard of. And you`re the first to mention him to me!,2
Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,1
Sitting at the doctor`s office.,2
 --- has demi ever replied to you? Coz I haven`t got any...,2
Finally making some headway in the family room!  Home is finally begining to look like it!  btw dial up can go die!,3
"cower failure: when you mean to comply, but stand up for yourself instead",1
is up. moooooorning!  http://plurk.com/p/su3dg,2
class color day tomorrow! last time!  I have a lot to remember for tomorrow but I bet I`ll forget -_-,2
at home with her fam  see you in CoMo tomorrow!,2
 I can`t direct message you for my free lunch,1
Happy mothers day  I`m so hungry and the resturants are all closed... ****,2
"  yeah I saw, looks like hard work, But I would know  whats upp handsome",2
_cass my throat hurts today.  blahhh.,1
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',1
my trousers are damp.,1
 Sorry `bout the migraine.  Did I mention I really liked your Cissbury (sp?) pic last week?,2
wearing spidey boxers,2
" I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",1
its friday & every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone,2
 no news on the kid. They can`t find the parent!,1
 I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,1
" Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",2
i have been in the lounge for HOURS...and i have not been productive at all. upps time to go out,1
Lots of confusions I`ve at my work place..,1
" haha, nice wheels. Victoria will be doing her own peddling thankfully, the boys will get the free ride",3
 Well what im working on isn`t QUITE ready to post about publicly (still beta testing) but its a cool new script I coded,3
Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,3
 It was indeed a lovely evening. Over far too quickly  I got home at 1115 in the end. Coffee in bed this morning,3
Just finished studying for Abnormal Psychology. Eek. I still have two more days. I`ll do more than fine,1
 its cool,2
" I got my copy yesterday, too, although right now I`m digging into Scala, so can`t read it just yet...",1
"Good Night,  Happy Mother`s Day !!",3
is going to the Derny race with Sofie & Cindy.... And i`ll see Eric there !,2
work soonnnnnn  it`s looking rly dead today...,1
i gots a summer job,2
"has her mind abuzz re: advertising industry + standards : don`t hate me because I like maths, ok?",2
 no decleration yet but crazy **** Koreans aren`t playing nice anymore  what do u thinks next? I`m thinking war,1
 OMG I WANT TO GO TO THE BEACH!!!,2
"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",3
" Video a challenge when shot in not-so-scenic conference room with no mic, but thank you  Loved your Grant Park house & DOGS!!!",3
wishing I were somewhere else besides here!!  Don`t worry this won`t dampen my day and neither will the rain,3
Congratulations Mr. Jay-el and Mrs. Maricar Chu! Wish you all the best in the world!,3
_ranjan Did I ever mention what a nice and awesome dude you are?,3
has just discovered a great site!,3
"_A_R_A I was wondering where you were, how come you didn`t twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",1
Happy mother`s day everyone! still playing pet society!,3
" Yup, 1987 lol. SWEET YEAR  haha",3
 gutted your out off hollyoaks  ****,1
"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",2
"your the voice i hear inside my head, the reason that i`m singing, i gotta find you, i need to find you",2
can`t sleep throat dry as hell.. ugh ! still gon` wake up fabulous !,2
 Esp with Twitter access! the party NEVER stops - even 'at nite' cuz it`s always daylight 'somewhere' around the world!,2
now my ds just died  whatta letdown!,1
"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",3
What a gorgeous day!! And I`m going to be stuck in a lab for the next 9 hours or so,3
Last 3 days of school....I`m sad but happy but anxious.....,2
once i hit christian in the head with a metal bat! haha he then socked me in the eye! haha i miss being a reckless little kid,1
" Sorry, that was a bit negative!",1
actually loves nesquik cereal,3
enjoying this whole relaxation thing,3
 Would be nice if he did,3
" here btw, this is not a bot",2
Trying to reorganize plans for tonight uggg  Hopefully it will still be lots `o fun!,3
"After a week staying with my Grandmother, I`m home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",2
has just booked her appointment to give blood 18:20pm 2nd June! Scared,1
"want to read twilight all day, not work at the stupid cher function",2
" the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",2
"i`ve locked up a mac once or twice in my time. ok, literally once or twice.",2
 nope  we only have one really good cuban place... i`ll have to ask them...,3
 Brent Cross? wow! I live very close from there!,3
 hey ive seen the musical live its funny lol,3
"$67 for my books, no complaints. 67 more than i had plus i`m on book voucher!",2
 I left mine in music...i think i don`t have a camera anymore,2
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,3
http://twitpic.com/33hus that`s my baby,2
" Now, what on earth led you to believe that?",2
 yup,2
wow their is no pancake mix,2
" Hey Sam, happy mothers day",3
Ugh id better get up for work,2
  shame on me!!!,1
With My Boy Still  He`s everything to me,2
 not yet. I save the pages to read for when I travel,2
 Heidi just finished her set at Stiff Kitten with Aundy,2
"Awesome sunday service  God is for you, Jesus is praying for you - What can man do to you?!",3
  still waiting to have a beer with Moldovan. At least he`s happy I came.,3
wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,1
i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..,2
 Thanks! Funny cause it`s true!,3
watching Star Trek and next to watch it at the movie theater `cause the movie is really worth it...,3
"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",1
 Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I`ll text you when I set off,3
My siblings left me alone.   Bored. (:|,1
Join the biggest and bestest group on facebook  http://bit.ly/cDrbt,3
perky purple nail polish isn`t as perky when its chipped,2
 awww I love me some charlies  we are enjoying some lucky food LOL,3
Reached Bangalore!! Now gotta hunt for rooms,2
 thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,3
"_ I hope filming is going well  I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!",2
"That poor girl on britains got talent, god love her  forgot the words and cried  but gets a second chance to perform again : ]",3
city in a bittt.,2
Young love comes to an end,2
_apple miss you too kid i sent msg to you on yt,1
 haha that`s because you also look amazing in it! have fun!,3
on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,1
Morning all - happy Star Wars day - May the 4th be with you!,3
eating halls cuz i have a sour throte,2
I want my Katie.,2
_Rahal Thing about living is that there are always undeveloped pictures in your future.,2
"Cougar Privacy Threatened as Surveillance Increases  http://bit.ly/ayViO - sorry, couldn`t help myself with this one",1
"passed my drivers test! i can drive!...oh wait, i don`t turn 16 till october",2
"Sold bikes faster than expected, and we are running out of sizes.    Luckily the single speeds are on the ocean now! ETA -  EO June.",2
 Hahahahahahahahahah! That tickled me so much!,3
  Word. Yayy twitter after dark lol.,3
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,1
 cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,3
"_bmac I knooow, I want to sail",2
btw ian watkins has stopped following me  so i am a wee bit pissed off!,1
I`m at work!!!! Ugghhhhh someone save me now,3
 oh ... you`ve been superseeded?  not good enough,1
"_shediddy lol , you gotta share too",2
  that`s bad as it affects all the languages that run on the JVM. Too bad!,1
i think i need a drink,2
_august84 haha...  may be.. hehe.. I might have been imported.  but i love the heat... love playing football on a hot day....,3
And the Sun is shinning.........at last,3
Food @ Cheesecake Factory w/ Travis. He lost his passport btwn SD and LV.,1
"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",1
 Good Luck,3
 Have you noticed that we`re at the beginning of what may be the worst recession since the 1930`s ?,1
 Will try to make it there at 6:30pm,2
"might be seeing my god mothers little boy in a bit  . Leon, so cute <3333",3
": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)",1
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",1
 SOMEBODY ACTUALLY TOLD ME THAT!!  LOL,2
_Myst I am soooo disappointed that that is what he looks like btw! The image is gone,1
The portuguese national library could use it also. Right now they seem to be stuck somewhere circa 1995. Example http://u.nu/7y68,1
"The Rain Makes Me Sad. Its Like I Want To Kill myself,<-",1
Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,3
" Yup, indeed, like train announcements: Shortly we will arrive in Kï¿½lle",2
paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,2
**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,2
"had a kickass day full of Seaworld, retarded 15 year old guys, and X-Men Origins. Win day?",3
 i like OGBERRY,3
okie gonna tweet more because i am loosing you guys or girls,1
 nothinbg home about to jump in the shower the streets is calling meeeeeeee   what is it 4 tonight  tell m,2
 My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can`t find one in our small town,1
 Search for 'Asos coupons' in Google  Plenty to choose from,2
" already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",1
Bluedart takes a shipment all the way before figuring out 'No Deliver' and then bring it back! Databases anyone?,2
"blerg, **** you Monday, why must you always come.  Decent weekend, new glasses, hair color and got carded at Gamestop = awesome ego boost",2
 That is the sweetest loveliest thing for you to say. You made me smile. Thank you for that.,3
 lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S,2
 and I have a gentleman`s agreement: Whoever wins the first match (or is it best of three?) pays for the other person`s copy.,2
" One of my good friends in the states has it covered now, but thank you again!",3
Happy mothers day to all the mothers out there!,3
Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,3
" what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",1
 im fine. but a bit tired  im glad that its weekend now.,3
I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,2
 garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.,2
Sooo much work so little time,1
 You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x,3
I wish I had a concept of what time it is right now....  not adjusting well. Obvs.,2
i dont want the seniors to leave,3
but im not complaining.,2
_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,2
 they don`t use MSN either I don`t think  and they are thousands of miles away so can`t do it face to face,1
Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,3
so sad that no friends everyday for a long **** time,1
Weather is back to being great! Shame I have to wait in for my delivery,2
I wish i could sleep past four a.m. on my nights off  good morning!,3
"Just to drive  crazy, I miss the big blue selected tweet highlight. I can`t tell which tweet is selected anymore",1
Red Rock for lunch with Colin.  and  couldn`t come.  IPA Junior freshly made! Yum yum yum.,3
I am not feeling well,1
" Should be drank with sugar and milk, not coffee. You have coffee on my brain.",2
" sadly  isn`t me. It`s some1 w/ 1 follower 1 update & hasn`t used Twitter since May 1, `07  I wanted that name, too",1
 I agree. I missed a LOT while I was away and busy and now it`s like a whole new place,1
"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r",2
<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,3
 yess  you?,2
school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,1
i got ill and tomorrow iï¿½ve got birthday...,2
Nothing like Charley Biggs Chicken @ 7:53AM,2
" Hii,I freaking love you  I would be the happiest 13 year old girl alive if you replied to this.",3
follow friday.. follow me coz i only have 26 followers...  (it`s not 2am),2
 I did wake up but i appear to have missed you by not much!,1
This weather is awful! I just want to curl up and read a book all day,1
" Wow, you were here? Why didn`t you tell me? J/k  That`s cool though; I have yet to see one...",3
" I should post some photos of my robots  ok - offline for 4 hours now. ttfn (oh, so IM...)",2
 loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,3
 I want to SOOOOOOO BAD!!!,2
 I will post it later. Its not on my comp,2
still aint get my vanilla frosty yet.,1
Ouch!!... Stomachace.... I ate a lot...,1
 Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer,3
"Dad: 'No trips to Lahore for you.' Me: 'I do live in DC & NYC which also = big targets.' Bummer, no Pizza Hut chicken tikka pizza for me",1
Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.,1
 It didn`t rain.  Lightly misted though.,2
 DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,3
I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday,2
I hate having headrush,1
 I love to Read  And i love Film making,3
beats the heat with cool guava juice in handi water,2
" good **** homie, hahahahaha thats what im talkin about  ;)",3
 Wonderful! Let me know what you think. Not light reading,3
Going to workout + swin... fun,3
 thank you alot,3
 dont worry im not!!! i dont get it on my tv,3
" well if you`re ever headed back to the west coast, hit me up. I have a tiny place, but we can hack and hang out at the beach",3
  not for too long I hope x,2
**** just spent a week whole of pay on shopping  oh well i`m happy!!!,3
show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,3
 happy mothers day ang,3
 I can`t make it. My manager switched my schedule so I`m closing,2
Trying to go to sleep but no luck  I think i`m sick... =S,1
Just thinking that it will all pay off in the end.,2
Aww Holly Steel ... Dont cry,1
 Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o` clock,3
. ... and now I wish I hadn`t,1
 I would if I was home,2
 hasn`t shipped yet  I won`t get over there until at least 7. I`ll call you.,2
" dear michael sorce, you crack me up! sincerely, me",2
michelle is a hot mama with chichis grande,2
Snap. Breaking out again,1
 what about me  I miss you too!,1
 I want to play,2
shut up.,1
Hate being sick  especially when there`s no one to pamper me,1
" I didn`t say I met *all* the awesomest people, just a bunch of them.",3
watching the games and making some popcornss!,2
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,2
i woke him up in the end. Got bored.,1
 that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,2
" How BOut What Your Doing Now, or what you gonna do today  lol",2
new book in the pocket http://bit.ly/1bI7aD,2
" I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.",2
_laiter we already discussed this today but yeaaaaaah,2
Thank you all once more for all your lovely birthday messages,3
 I tried both.  is unstoppable.,2
so bored without a camera,1
"Thank goodness for starbucks iced coffee...I was feeling so sluggish today, I think its this awful LA weather",2
Hanging with my cousin Jimmy then hopefully hanging with my friend,3
I want my real keys back,2
I got paint in my hair,2
Goodmorning world!,3
 or a punch the shape of the card on a card on a card on a card. and then ask people what it is. for free cards.,2
"Mooorning! It`s Friday, and that`s terrific! Smile up!    :-|      :-D",3
Thinking of what I should do in Vegas??? Any good ideas or places that are a most see!??,2
 Im goodie. I feel like we are so disconnected,1
 That`s one of the reasons we thought 'Should we have a kid?'  'Nah - let`s get a piano instead.'    You poor buggers,1
"i should of gone to kirsty`s for the night, anything to get out of the house",2
had a very interesting day yesterday... wondering if today will be just as crazy. Hope not. Still diggin` Spartacus!.. aka: Mike-E!!!,3
_normal Shucks!  Sorry!  Sometimes I get wrapped up in FB and forget to check  how you doin`?,1
 nice one !,3
omg i realy can`t sleep ughh,1
 he`s not logging in yet.  and i doubt if he will check his his replies here in twitter. but we must keep on trying!,2
 i know my mom is going up there monday with me to get it changed. i`m so upset,1
Lying in bed with my most favorit girl in the world. happy mommys day to me.,3
sunniest day in ages and im in bed,2
is looking at that person from a very different pov.  never thought i`d see this day arrive!,2
where has my sleep run off to??,2
dam just finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,3
Then me disliking you is a rumor!  cyndi! What made it look like i didn`t like you?,1
still at home goodness,3
Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!,3
Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,1
"Bummer... Might not make it to the sunday show, hopefully some sun will shine on this cloudy day",2
"I don`t think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick.",1
"2night- dance parties, fun times, & awkward situations  highlight- driving w/ nims and annie listening to satellite windows downnnn",2
 i agree with you!,3
WHAT DO YOU WANT FROM ME?!  I`m awake.,2
_Waters WAS until I had to go home `cause the presentation ended  x,2
 to go in their next live chat.,2
Dreambears were **** compared to their wicked audition,1
" hahaha, yes, our discussions always seem to jump around randomly",2
20 John: :   http://tinyurl.com/cq5nkp,2
Moveout should be fun. Thank you VT students for working to make VT the best that it can possibly be,3
"'Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.' I`m in good company.",3
" also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",3
"SPGridView is looking prettier, but I`m pretty sure my code is very ugly.",2
get my wii fit in couple of hours!,2
at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,1
 nice beta for easports still no news on the online for madden,2
_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,3
 haha thanks  its for history and its on how the invention of television has influence america lol,3
 i can almost imagine what the call taker must`ve felt like taking that call...especially if they have young ones at home.,2
" LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",1
Rainy day is rainy.,2
_Gates am also gutted...the end is nigh  x,1
 was always told to keep sucking something like fruit gums,2
Making a list of SiC 2009 attendances,2
_Kate i know its heaps awesome. if your not working all weekend,3
 damnit i didn`t  but neither did you so win!,2
Sick......and no it`s not the swine flu atleast I hope not,1
_princess69 hehehe! Barry Killer! U need a pic,2
I just love it when  hot policemen come into my work,3
 Charlene my love. I miss you,1
 aww.. thanks bro!  glad I got u active on twitter!,3
#iusedtobescaredof the girls in the year above me at school,1
"fun night tonight, and my house looks so purrrty. Until tomorrow when the kids come home",3
"And the city I love, Tucson, is the 18th most miserable  http://bit.ly/k3Gmw",2
IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,2
" hahahah yeah, you`re right! Plus I`m Twitteraddict so, You`ll find me here all (well almost) day most likely",2
"More beans on toast for breakie! Gotta clean my room and study for final Cisco exam, then watch #LOST . Can`t wait!",2
learn to fly higher...!  http://tinyurl.com/30tools,3
_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,3
Right now on my Justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20,2
" Oh, amazing  I have two too and I need to have the third (yn)",3
i am outta here... see you guys later (or tomorrow)... happy mom`s day again!,3
Excited to see the girls today;  its boring at work without you,2
My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,1
"flu or allergy??? ... Doesn`t matter, just try to squeeze my Sundayyyy",1
  And it`s only downhill from now until Labor Day!,1
Must be time of month: Watering eyes AGAIN!: http://tinyurl.com/cuwj2b (speciaal voor : zo vind ik ze wï¿½l leuk!  ),2
Locked out of my **** house!,2
Happy Star Wars day! May the 4th be with you!,3
what a lazy sunday... I love lazy days...,3
"Making a mix! 22 minutes so far, aiming for 30 minutes  loving it so far!!!  DJ Sugarfree",3
http://bit.ly/Wl9yL  i want to go here,2
 just hope the tunnel is wide enough that you can get out of the way!,2
_Butler I think/hope they might put an age limit on next year on the back of that  #bgt,3
watching short stack tv,2
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,1
 http://twitpic.com/4qpzx - i love you guys  you`re the best,3
 yeah wtf with that? my noggin doesn`t take to either,2
 me neither,2
_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,3
started her new job today! aaand so stoked for may long..  and billy is awesome.,3
" Aha, Ok  I might see you there yano.",2
A little irked at the moment,1
Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???,1
http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days,1
  i thought you liked the name,1
wishing i could go to CaBo tonight,3
Darn i dont have guitar tomorrow,2
 look at my background that`s how I want my future date to be like  (well if I ever get him).,2
 Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,3
"#3wordsaftersex  Ow, rug burns",2
Has finally taken a shower after much distraction from twitter and the bubble wrap off to read  and drink a smoothie,2
..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol,1
i think 90% of the irish population of manchester have come to my house today yet none of them are the 1 person i want to see,2
Hi Everyone miss me much?  muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh ;),2
 That`s very funny.  Cute kids.,3
I love when i have time for starbucks,3
"goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.",2
"tired and didn`t really have an exciting Saturday.  oh well, hope it`s better tomorrow.",2
" thank you, god bless im going to eaat my in in out",3
i miss my husband,1
shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo,2
Happy star wars day everyone,3
"It`s clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much",2
Another long walk in the heat... I hate this...,1
"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",1
" I am the same... well peer trained, peer taught, peer learning",2
 Happy Birthday Mel. We miss you in the UK,2
For those of us who`s hearts break a little more this time of year know that you are loved and next week is a new week.,2
I failed my maths exam today. fxxxmylife,1
 Then what about Domina Sun Girl? I think that fits better.,3
 Are you sure you want to know?  It`s http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,3
 ironclad determination?,3
"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",3
 I can`t stream videos on my phone,2
OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET,1
 I`ve read about those. They`re cool. You should definitely get one,3
"Peter, the bar owner is working his way up to 1000 beers-all Belgian. Has coffin for drinkers of Mort Subite",2
 oh no!  i`m sorry. at least you`ll still be able to buy regular tickets and not worry about limits?,1
ugh... my back is killing me.,1
today was such a horrible dayy,1
 i can`t believe it...,2
http://twitpic.com/4w5sy - my babe,2
 yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,1
It`s too hot to be sat in an office!  I wanna be out in the sun shineeeee.,1
 nah jkin he`s hot! so... bored now,2
I don`t remember what i text to twitter to get a list of commands  halp,2
I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,2
- had a great time at the `block party` - so did mackenzie,3
 goood,3
wondering what misery looks like? look at the faces of all the cubs fans at miller park tonite. sorry chicago friends. tonights our night,2
Just had lunch w/  at Jason`s Deli... then stepped in dog poo,2
 - Have you dissapeared to go on the Ellen Show?,2
"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",1
"wow, EMC`s new site is - different",2
I`m gonna miss them so much  I`m crying right now... :/,1
 she said no not to nite  x,2
2 days after #all4web ...i`m still tired,1
HAPPY MOTHERS DAY TO ALL THE MOTHERS OUT THERE!!!!!!!,3
Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,1
is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night,2
 smh @ playing dress up! lol. I can`t see the vid though... Its not working,1
 My kids count down the days till Saturday. I hope it`s something they remember all of their lives!,3
94 more days till BH comes back to LA,2
In 1 horse town + 2 blown out car speakers =,2
May the 4th be with me today as I round off the weekend with one more session - happy 4th y`all from the Fintster,3
I think at this rate.. Ill be in class until 4... Sigh.,1
  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,2
" come home, then. Not so boring here.",1
 Woo hoo - we have that recipe,2
I am at my grandparents place,2
 sorry to hear about your dog,1
" Thanks hun! I`m wearing my new goldmine e/s and big false lashes, but it doesn`t show!",2
"wellllll, I did most of my homework. and i kind of finished with editing. And I`m not as tired this morning as I thought I`d be",3
 nah i understand you cant cancel i just wanted you to come,3
 Hey Tom. Have your plans to make an concert in Denmark this year?  please reply ****,3
 yeah i did haha 3rd episode is up as well,2
Cleaned out me Followers List and blocked the **** girls & **** Now I look like a spammer,1
i`m so tired,1
 Thanks for making me laugh,3
" i was watching Harpers Island, lol... there was no vodka involved",2
I sewed my shirt  and I fail at screaming v_v but I had a quesadilla!  Quesadiaas are bombbb <3 I will try and scream another day! :],3
Zapatos for trashcan nachos and then an epic night,3
